Integration_ID,Financial_ID,Program_ID,Provider_ID,Funding_ID,Region_ID,Transaction_Date_ID,Budget_Amount,Expenditure_Amount,Utilization_Percent,Grant_Amount,Donations_Received,Fund_Balance,Compliance_Score,Reimbursement_Claims,Claim_Status,Payment_Date,Audit_Flag,Reporting_Period,Financial_Manager,Data_Load_Timestamp,Created_DT,Updated_DT
FIN_000101,FID000101,PGM00114,PROV9536,FUND_0101,REG42,2023-12-20,592877.13,310953.41,52.45,459249.05,8582.99,281923.72,76.27,127,Rejected,2024-09-20,N,2023-12,Jennifer Williams,2025-11-19 15:54:45.265960,2023-12-20,2024-03-08
FIN_000102,FID000102,PGM00422,PROV8837,FUND_0102,REG46,2024-12-05,4368665.56,2366107.32,54.16,2135498.16,186365.02,2002558.24,97.96,156,Rejected,2025-11-16,N,2024-12,Carmen Kelly,2025-11-19 15:54:45.265960,2024-12-05,2025-01-30
FIN_000103,FID000103,PGM00127,PROV3660,FUND_0103,REG78,2025-06-24,2628395.17,2305242.94,87.71,1759929.54,211401.6,323152.23,72.81,36,Rejected,2025-08-08,N,2025-06,Mark Mccarthy,2025-11-19 15:54:45.265960,2025-06-24,2026-06-21
FIN_000104,FID000104,PGM00125,PROV2394,FUND_0104,REG10,2024-02-04,2274612.16,1143169.17,50.26,1797376.89,53749.02,1131442.99,82.8,172,Approved,2025-01-23,N,2024-02,Samantha Murphy,2025-11-19 15:54:45.265960,2024-02-04,2024-08-18
FIN_000105,FID000105,PGM00066,PROV1187,FUND_0105,REG95,2024-05-26,1731488.13,1124320.28,64.93,774730.83,83617.29,607167.85,89.01,123,Pending,2024-11-02,N,2024-05,William Reynolds,2025-11-19 15:54:45.265960,2024-05-26,2025-01-28
FIN_000106,FID000106,PGM00150,PROV2304,FUND_0106,REG68,2025-10-07,2665209.59,1428850.86,53.61,607257.61,263469.55,1236358.73,95.3,25,Pending,2025-10-09,Y,2025-10,Sharon Williams,2025-11-19 15:54:45.265960,2025-10-07,2026-06-03
FIN_000107,FID000107,PGM00090,PROV5178,FUND_0107,REG38,2024-06-18,656188.63,488350.49,74.42,268350.72,60794.81,167838.14,81.01,119,Pending,2025-01-28,Y,2024-06,Nicholas Blair,2025-11-19 15:54:45.265960,2024-06-18,2024-10-24
FIN_000108,FID000108,PGM00208,PROV5007,FUND_0108,REG26,2024-02-14,3667643.12,2300228.23,62.72,969831.04,238995.05,1367414.89,89.32,105,Pending,2025-03-14,Y,2024-02,Ronald Williams,2025-11-19 15:54:45.265960,2024-02-14,2024-09-06
FIN_000109,FID000109,PGM00392,PROV6058,FUND_0109,REG56,2024-01-17,4076325.71,3111933.59,76.34,2618050.26,72398.03,964392.12,88.14,12,Rejected,2025-05-09,N,2024-01,Mr. Henry Richards,2025-11-19 15:54:45.265960,2024-01-17,2024-04-04
FIN_000110,FID000110,PGM00266,PROV5432,FUND_0110,REG26,2025-04-24,4133030.12,2920542.55,70.66,2655201.68,278222.77,1212487.57,98.21,5,Rejected,2025-07-26,Y,2025-04,Christopher Smith,2025-11-19 15:54:45.265960,2025-04-24,2026-01-19
FIN_000111,FID000111,PGM00229,PROV4956,FUND_0111,REG95,2025-02-11,1290348.43,953567.79,73.9,593732.46,32739.75,336780.64,78.01,148,Rejected,2025-03-29,N,2025-02,Veronica Solis,2025-11-19 15:54:45.265960,2025-02-11,2025-04-10
FIN_000112,FID000112,PGM00107,PROV7854,FUND_0112,REG94,2025-07-13,1833632.31,1644702.29,89.7,1239333.02,40077.99,188930.02,80.04,134,Approved,2025-08-01,Y,2025-07,Joshua Newton,2025-11-19 15:54:45.265960,2025-07-13,2025-09-11
FIN_000113,FID000113,PGM00303,PROV1660,FUND_0113,REG24,2025-07-26,3756421.7,2421520.46,64.46,3001161.26,93082.62,1334901.24,86.22,13,Pending,2025-08-14,Y,2025-07,Dakota Carroll,2025-11-19 15:54:45.265960,2025-07-26,2026-01-08
FIN_000114,FID000114,PGM00020,PROV2681,FUND_0114,REG90,2024-07-14,325593.24,319884.76,98.25,87533.23,27524.32,5708.48,77.18,79,Rejected,2024-10-06,Y,2024-07,Charles Morales,2025-11-19 15:54:45.265960,2024-07-14,2025-03-02
FIN_000115,FID000115,PGM00342,PROV8028,FUND_0115,REG72,2025-07-09,4052598.48,2044736.67,50.45,2631619.23,76498.96,2007861.81,85.16,71,Approved,2025-08-03,Y,2025-07,Willie Shepherd,2025-11-19 15:54:45.265960,2025-07-09,2025-10-24
FIN_000116,FID000116,PGM00132,PROV6615,FUND_0116,REG65,2025-03-04,1304379.97,1253679.29,96.11,793726.55,106336.33,50700.68,83.99,140,Rejected,2025-07-13,Y,2025-03,Cindy Simmons,2025-11-19 15:54:45.265960,2025-03-04,2025-08-18
FIN_000117,FID000117,PGM00362,PROV1790,FUND_0117,REG53,2025-05-01,2479670.99,1858639.84,74.96,1255103.45,189628.42,621031.15,95.32,168,Approved,2025-06-03,Y,2025-05,Julia Orr,2025-11-19 15:54:45.265960,2025-05-01,2025-08-14
FIN_000118,FID000118,PGM00279,PROV4921,FUND_0118,REG14,2025-04-24,2560627.73,1982440.72,77.42,1895931.45,141741.64,578187.01,91.32,131,Rejected,2025-05-26,Y,2025-04,Nathaniel Ballard,2025-11-19 15:54:45.265960,2025-04-24,2025-07-04
FIN_000119,FID000119,PGM00010,PROV8789,FUND_0119,REG52,2025-11-06,2892683.36,2329809.18,80.54,1949085.79,120324.54,562874.18,97.55,94,Rejected,2025-11-14,N,2025-11,Robert Shaw,2025-11-19 15:54:45.265960,2025-11-06,2026-10-29
FIN_000120,FID000120,PGM00322,PROV3865,FUND_0120,REG88,2024-08-27,365257.41,336939.46,92.25,122474.78,33827.2,28317.95,78.12,16,Approved,2024-09-14,Y,2024-08,Dr. Cynthia Singh,2025-11-19 15:54:45.265960,2024-08-27,2025-08-03
FIN_000121,FID000121,PGM00436,PROV6473,FUND_0121,REG19,2025-01-28,613134.72,516284.13,84.2,485285.74,23749.82,96850.59,82.14,197,Approved,2025-04-07,N,2025-01,Jennifer Robinson,2025-11-19 15:54:45.265960,2025-01-28,2025-09-04
FIN_000122,FID000122,PGM00424,PROV4125,FUND_0122,REG60,2023-12-19,4525273.33,2304598.73,50.93,481502.42,240800.57,2220674.6,79.79,161,Approved,2024-12-09,N,2023-12,William Lee,2025-11-19 15:54:45.265960,2023-12-19,2024-10-10
FIN_000123,FID000123,PGM00272,PROV3781,FUND_0123,REG28,2024-06-23,3195756.09,2807000.36,87.84,1870177.17,152137.19,388755.73,90.08,153,Rejected,2025-07-22,N,2024-06,Trevor Key,2025-11-19 15:54:45.265960,2024-06-23,2024-12-05
FIN_000124,FID000124,PGM00331,PROV7150,FUND_0124,REG59,2025-07-11,3600353.55,2183435.45,60.65,1647528.54,81471.2,1416918.1,72.45,38,Rejected,2025-08-09,Y,2025-07,Amy Hale,2025-11-19 15:54:45.265960,2025-07-11,2025-11-25
FIN_000125,FID000125,PGM00294,PROV4339,FUND_0125,REG86,2024-05-17,782387.24,425868.44,54.43,207578.39,27039.29,356518.8,94.14,109,Pending,2025-06-24,N,2024-05,Rebecca Turner MD,2025-11-19 15:54:45.265960,2024-05-17,2024-09-23
FIN_000126,FID000126,PGM00348,PROV5877,FUND_0126,REG52,2025-06-02,302791.96,221517.55,73.16,213030.66,15988.51,81274.41,84.23,94,Pending,2025-10-17,N,2025-06,Janice Noble,2025-11-19 15:54:45.265960,2025-06-02,2026-03-24
FIN_000127,FID000127,PGM00107,PROV9145,FUND_0127,REG74,2023-12-21,3015178.63,2859073.61,94.82,2297936.92,179750.72,156105.02,84.55,138,Pending,2024-11-18,N,2023-12,Danielle Snyder,2025-11-19 15:54:45.265960,2023-12-21,2024-12-18
FIN_000128,FID000128,PGM00335,PROV5665,FUND_0128,REG33,2024-03-01,1722007.19,1147156.14,66.62,710114.37,97883.14,574851.05,96.75,101,Approved,2024-07-03,N,2024-03,Daniel Wagner,2025-11-19 15:54:45.265960,2024-03-01,2024-12-16
FIN_000129,FID000129,PGM00044,PROV7271,FUND_0129,REG42,2025-10-08,4845895.55,3095151.05,63.87,1674738.38,434457.94,1750744.5,99.81,117,Approved,2025-11-14,Y,2025-10,Michelle Fleming,2025-11-19 15:54:45.265960,2025-10-08,2026-05-24
FIN_000130,FID000130,PGM00292,PROV5225,FUND_0130,REG48,2024-04-01,2701449.26,1643841.35,60.85,1127985.42,258699.03,1057607.91,76.4,92,Pending,2024-09-25,Y,2024-04,Shawn Gonzalez,2025-11-19 15:54:45.265960,2024-04-01,2024-05-29
FIN_000131,FID000131,PGM00322,PROV1290,FUND_0131,REG74,2024-06-24,1461564.95,772402.36,52.85,194321.42,93143.48,689162.59,95.04,148,Pending,2024-08-07,N,2024-06,Alan Garcia,2025-11-19 15:54:45.265960,2024-06-24,2025-06-06
FIN_000132,FID000132,PGM00304,PROV6915,FUND_0132,REG13,2024-03-18,3366316.74,2516453.35,74.75,2358884.13,295178.47,849863.39,81.9,126,Pending,2025-01-05,Y,2024-03,Courtney Martinez,2025-11-19 15:54:45.265960,2024-03-18,2024-08-22
FIN_000133,FID000133,PGM00454,PROV1582,FUND_0133,REG89,2024-12-19,1317775.65,831768.08,63.12,377398.34,46210.34,486007.57,91.6,177,Approved,2024-12-20,Y,2024-12,Michael Carpenter,2025-11-19 15:54:45.265960,2024-12-19,2025-03-27
FIN_000134,FID000134,PGM00011,PROV3336,FUND_0134,REG75,2024-10-08,2813892.85,2146858.31,76.29,725421.31,45139.25,667034.54,85.16,159,Approved,2025-10-16,N,2024-10,Tyler Chavez IV,2025-11-19 15:54:45.265960,2024-10-08,2024-10-13
FIN_000135,FID000135,PGM00166,PROV7372,FUND_0135,REG58,2024-09-23,2248209.26,1782867.57,79.3,354855.34,153047.85,465341.69,79.5,82,Approved,2025-10-16,Y,2024-09,Melissa Hardin,2025-11-19 15:54:45.265960,2024-09-23,2025-09-08
FIN_000136,FID000136,PGM00365,PROV2116,FUND_0136,REG37,2024-02-07,1136874.46,686706.01,60.4,716798.9,19750.02,450168.45,93.32,100,Approved,2025-11-09,Y,2024-02,Cynthia Berry,2025-11-19 15:54:45.265960,2024-02-07,2024-10-10
FIN_000137,FID000137,PGM00431,PROV7330,FUND_0137,REG28,2024-08-31,1572715.66,979140.45,62.26,1031595.99,99975.91,593575.21,87.74,81,Pending,2024-10-21,N,2024-08,Steven Pena,2025-11-19 15:54:45.265960,2024-08-31,2024-11-18
FIN_000138,FID000138,PGM00184,PROV8855,FUND_0138,REG62,2024-02-19,1964202.38,1672795.69,85.16,454025.74,117663.26,291406.69,91.06,113,Pending,2024-09-03,N,2024-02,Christopher Saunders,2025-11-19 15:54:45.265960,2024-02-19,2024-11-20
FIN_000139,FID000139,PGM00005,PROV7329,FUND_0139,REG51,2024-11-12,758632.26,607846.21,80.12,263248.75,22293.92,150786.05,71.15,55,Pending,2025-06-01,Y,2024-11,Denise Fischer,2025-11-19 15:54:45.265960,2024-11-12,2025-11-01
FIN_000140,FID000140,PGM00126,PROV2747,FUND_0140,REG86,2025-09-12,1623402.12,1493809.1,92.02,243070.66,23131.73,129593.02,97.29,0,Pending,2025-10-24,N,2025-09,Mrs. Yvette Perez,2025-11-19 15:54:45.265960,2025-09-12,2026-01-09
FIN_000141,FID000141,PGM00228,PROV5787,FUND_0141,REG15,2024-10-18,558400.01,374217.19,67.02,144697.09,32026.48,184182.82,97.55,112,Pending,2025-03-18,N,2024-10,Amber Stanley,2025-11-19 15:54:45.265960,2024-10-18,2025-05-02
FIN_000142,FID000142,PGM00193,PROV6268,FUND_0142,REG19,2025-10-18,3102476.24,2781964.98,89.67,2239936.26,74188.46,320511.26,91.08,128,Approved,2025-10-28,Y,2025-10,Jose Benjamin,2025-11-19 15:54:45.265960,2025-10-18,2026-03-01
FIN_000143,FID000143,PGM00370,PROV9582,FUND_0143,REG73,2024-01-17,3864346.77,3815044.4,98.72,499007.97,208440.76,49302.37,83.14,46,Approved,2025-02-04,N,2024-01,Megan Ross MD,2025-11-19 15:54:45.265960,2024-01-17,2024-11-03
FIN_000144,FID000144,PGM00015,PROV1273,FUND_0144,REG48,2024-11-15,3818786.63,1939739.4,50.79,1247133.8,264434.23,1879047.23,83.04,151,Approved,2025-08-08,Y,2024-11,Kaitlin Shaw,2025-11-19 15:54:45.265960,2024-11-15,2025-01-02
FIN_000145,FID000145,PGM00392,PROV3365,FUND_0145,REG51,2023-11-21,2619435.74,2455034.67,93.72,1809366.62,222543.33,164401.07,83.9,160,Rejected,2024-11-18,Y,2023-11,Taylor Ferguson,2025-11-19 15:54:45.265960,2023-11-21,2024-01-21
FIN_000146,FID000146,PGM00195,PROV1239,FUND_0146,REG45,2024-05-19,92746.46,47084.79,50.77,52230.69,3059.14,45661.67,71.65,84,Approved,2025-07-27,N,2024-05,Carmen Klein,2025-11-19 15:54:45.265960,2024-05-19,2025-01-06
FIN_000147,FID000147,PGM00100,PROV5128,FUND_0147,REG71,2024-10-20,4706694.82,2458636.68,52.24,1502491.31,226866.45,2248058.14,80.19,143,Approved,2025-04-20,Y,2024-10,Denise Vasquez,2025-11-19 15:54:45.265960,2024-10-20,2025-03-25
FIN_000148,FID000148,PGM00438,PROV1926,FUND_0148,REG56,2024-06-09,563676.26,291836.46,51.77,126045.13,21589.93,271839.8,74.15,134,Approved,2025-06-15,N,2024-06,Hannah Fowler,2025-11-19 15:54:45.265960,2024-06-09,2025-04-23
FIN_000149,FID000149,PGM00382,PROV5020,FUND_0149,REG77,2025-04-25,252340.71,194011.51,76.88,94238.47,7203.67,58329.2,85.94,118,Approved,2025-11-10,Y,2025-04,Scott Larson,2025-11-19 15:54:45.265960,2025-04-25,2026-01-04
FIN_000150,FID000150,PGM00078,PROV2486,FUND_0150,REG38,2023-12-02,4225023.99,3655256.75,86.51,695602.66,245628.94,569767.24,77.84,9,Approved,2025-10-07,N,2023-12,Jorge Stewart,2025-11-19 15:54:45.265960,2023-12-02,2024-01-11
FIN_000151,FID000151,PGM00481,PROV1018,FUND_0151,REG64,2024-07-12,4478762.83,3789512.09,84.61,2204137.13,161736.1,689250.74,94.13,123,Approved,2025-04-21,Y,2024-07,Stephen Perez,2025-11-19 15:54:45.265960,2024-07-12,2024-11-17
FIN_000152,FID000152,PGM00433,PROV6597,FUND_0152,REG38,2023-11-27,3133721.55,2800581.32,89.37,387173.42,63010.96,333140.23,88.1,133,Pending,2024-06-03,Y,2023-11,Mr. Michael Johnson Jr.,2025-11-19 15:54:45.265960,2023-11-27,2024-03-21
FIN_000153,FID000153,PGM00461,PROV5540,FUND_0153,REG25,2025-09-07,1991790.93,1301444.86,65.34,1514766.09,95110.2,690346.07,89.07,138,Approved,2025-10-27,N,2025-09,Rebecca Young,2025-11-19 15:54:45.265960,2025-09-07,2026-08-20
FIN_000154,FID000154,PGM00077,PROV9843,FUND_0154,REG29,2024-09-26,3905480.15,2209031.79,56.56,2030859.26,326329.48,1696448.36,97.33,136,Rejected,2024-11-15,N,2024-09,Jennifer Avila,2025-11-19 15:54:45.265960,2024-09-26,2025-08-15
FIN_000155,FID000155,PGM00229,PROV1950,FUND_0155,REG24,2024-05-25,3698686.67,3361389.95,90.88,2460364.22,123735.21,337296.72,93.86,26,Pending,2025-10-07,N,2024-05,Tony Harrington,2025-11-19 15:54:45.265960,2024-05-25,2025-02-12
FIN_000156,FID000156,PGM00070,PROV2390,FUND_0156,REG81,2024-07-19,3482119.52,2827992.71,81.21,2372121.52,339899.69,654126.81,79.69,92,Pending,2025-02-05,Y,2024-07,Danielle Bond,2025-11-19 15:54:45.265960,2024-07-19,2025-03-01
FIN_000157,FID000157,PGM00376,PROV4251,FUND_0157,REG65,2025-08-28,1167082.83,901208.17,77.22,638078.08,42045.39,265874.66,74.25,199,Rejected,2025-10-18,N,2025-08,James Morris,2025-11-19 15:54:45.265960,2025-08-28,2025-08-29
FIN_000158,FID000158,PGM00367,PROV6945,FUND_0158,REG24,2025-09-02,4437826.67,4191394.17,94.45,2823513.77,196420.27,246432.5,86.32,90,Rejected,2025-09-14,N,2025-09,James Rivera,2025-11-19 15:54:45.265960,2025-09-02,2025-12-14
FIN_000159,FID000159,PGM00166,PROV5622,FUND_0159,REG74,2024-05-31,914020.23,677778.54,74.15,168489.99,26054.22,236241.69,92.78,125,Approved,2025-08-01,Y,2024-05,Thomas Jackson,2025-11-19 15:54:45.265960,2024-05-31,2024-11-03
FIN_000160,FID000160,PGM00021,PROV1794,FUND_0160,REG64,2025-08-05,2993450.52,2208387.28,73.77,2182606.19,212980.22,785063.24,92.79,76,Pending,2025-08-08,Y,2025-08,Gregory Gomez,2025-11-19 15:54:45.265960,2025-08-05,2025-09-30
FIN_000161,FID000161,PGM00066,PROV9697,FUND_0161,REG67,2023-12-10,2236562.32,1199230.29,53.62,693142.85,97554.16,1037332.03,98.9,121,Approved,2025-03-01,N,2023-12,Michael Robinson,2025-11-19 15:54:45.265960,2023-12-10,2024-09-15
FIN_000162,FID000162,PGM00262,PROV7075,FUND_0162,REG70,2025-06-08,415457.09,317574.87,76.44,291654.72,6785.17,97882.22,96.34,127,Rejected,2025-10-23,Y,2025-06,Rhonda Parker,2025-11-19 15:54:45.265960,2025-06-08,2025-06-13
FIN_000163,FID000163,PGM00289,PROV9358,FUND_0163,REG58,2024-03-31,1510643.29,1265862.0,83.8,605940.29,69890.6,244781.29,87.88,57,Pending,2024-06-06,N,2024-03,Nicole Carlson,2025-11-19 15:54:45.265960,2024-03-31,2024-12-04
FIN_000164,FID000164,PGM00039,PROV1719,FUND_0164,REG25,2025-02-25,3377763.89,2667305.61,78.97,525353.98,111490.9,710458.28,81.47,128,Rejected,2025-09-07,N,2025-02,Cynthia Hernandez,2025-11-19 15:54:45.265960,2025-02-25,2025-12-16
FIN_000165,FID000165,PGM00026,PROV7381,FUND_0165,REG74,2023-12-23,2180424.61,1436602.06,65.89,1292985.85,189826.45,743822.55,74.17,73,Rejected,2024-01-07,N,2023-12,James Nguyen,2025-11-19 15:54:45.279807,2023-12-23,2024-07-11
FIN_000166,FID000166,PGM00256,PROV2780,FUND_0166,REG22,2024-07-06,4840499.81,4645159.22,95.96,2495094.8,338001.61,195340.59,99.81,84,Pending,2025-08-16,Y,2024-07,Charles Jenkins,2025-11-19 15:54:45.279807,2024-07-06,2025-03-17
FIN_000167,FID000167,PGM00172,PROV4333,FUND_0167,REG24,2024-02-21,3350011.75,2042019.84,60.96,346266.26,74373.91,1307991.91,86.2,107,Pending,2025-02-28,Y,2024-02,Bobby Hogan,2025-11-19 15:54:45.279807,2024-02-21,2024-12-19
FIN_000168,FID000168,PGM00309,PROV1696,FUND_0168,REG80,2025-08-10,637168.26,614837.28,96.5,226948.3,9961.57,22330.98,74.74,180,Pending,2025-09-23,N,2025-08,Joanna Graham,2025-11-19 15:54:45.280803,2025-08-10,2026-04-18
FIN_000169,FID000169,PGM00194,PROV1446,FUND_0169,REG91,2024-03-03,2805831.34,2305507.95,82.17,1896974.98,166573.91,500323.39,90.87,134,Approved,2024-06-07,Y,2024-03,Ronald Herrera,2025-11-19 15:54:45.280803,2024-03-03,2025-01-03
FIN_000170,FID000170,PGM00379,PROV6672,FUND_0170,REG88,2023-12-19,4590298.93,3585740.5,78.12,710519.45,307817.14,1004558.43,96.84,46,Pending,2024-04-10,Y,2023-12,Aaron Hernandez,2025-11-19 15:54:45.280803,2023-12-19,2024-10-01
FIN_000171,FID000171,PGM00097,PROV1847,FUND_0171,REG57,2025-05-22,686905.74,617885.18,89.95,361964.86,58325.14,69020.56,93.18,104,Pending,2025-06-10,N,2025-05,Devin Scott,2025-11-19 15:54:45.280803,2025-05-22,2026-05-07
FIN_000172,FID000172,PGM00317,PROV2830,FUND_0172,REG89,2024-03-04,140012.14,108994.89,77.85,111149.52,3046.63,31017.25,98.06,153,Approved,2024-09-05,Y,2024-03,Allen Weaver,2025-11-19 15:54:45.280803,2024-03-04,2025-01-07
FIN_000173,FID000173,PGM00032,PROV2431,FUND_0173,REG85,2024-09-20,4047554.21,3839353.81,94.86,1701037.55,129219.54,208200.4,74.93,176,Approved,2024-12-07,Y,2024-09,Jeffrey Cochran,2025-11-19 15:54:45.281799,2024-09-20,2024-12-09
FIN_000174,FID000174,PGM00163,PROV2263,FUND_0174,REG97,2024-03-19,3100164.97,1755133.4,56.61,709056.83,287872.0,1345031.57,93.7,93,Approved,2025-01-15,N,2024-03,Laura Berry,2025-11-19 15:54:45.281799,2024-03-19,2024-08-19
FIN_000175,FID000175,PGM00481,PROV3010,FUND_0175,REG44,2024-08-02,2060269.37,1159932.76,56.3,1585288.61,121251.36,900336.61,70.1,150,Approved,2025-04-19,N,2024-08,Brian Mccoy,2025-11-19 15:54:45.281799,2024-08-02,2024-12-07
FIN_000176,FID000176,PGM00277,PROV9137,FUND_0176,REG29,2024-05-10,488201.84,258839.88,53.02,191926.5,44165.79,229361.96,99.5,142,Rejected,2024-10-04,N,2024-05,Steven Young,2025-11-19 15:54:45.281799,2024-05-10,2024-12-16
FIN_000177,FID000177,PGM00030,PROV2033,FUND_0177,REG11,2025-07-03,3717115.18,3638628.82,97.89,1105339.07,198379.98,78486.36,70.38,120,Pending,2025-07-10,N,2025-07,Brandon Rocha,2025-11-19 15:54:45.281799,2025-07-03,2026-02-05
FIN_000178,FID000178,PGM00188,PROV4948,FUND_0178,REG70,2024-07-27,2158178.64,2060186.07,95.46,560447.02,31079.71,97992.57,96.27,186,Pending,2025-01-23,N,2024-07,Javier Delacruz,2025-11-19 15:54:45.282796,2024-07-27,2024-12-10
FIN_000179,FID000179,PGM00120,PROV2246,FUND_0179,REG86,2025-09-27,3051960.15,2421308.71,79.34,685661.8,202964.84,630651.44,87.83,131,Rejected,2025-10-06,Y,2025-09,Kirsten Sharp,2025-11-19 15:54:45.282796,2025-09-27,2026-07-03
FIN_000180,FID000180,PGM00447,PROV1834,FUND_0180,REG64,2024-07-05,2842673.32,2131702.74,74.99,323002.07,146106.24,710970.58,83.07,161,Pending,2024-08-26,Y,2024-07,Justin Mcdonald,2025-11-19 15:54:45.283240,2024-07-05,2024-08-08
FIN_000181,FID000181,PGM00034,PROV5299,FUND_0181,REG97,2024-04-24,1066175.29,554898.5,52.05,626794.42,79837.93,511276.79,84.85,114,Pending,2024-04-26,N,2024-04,Erika Sharp,2025-11-19 15:54:45.283240,2024-04-24,2025-01-07
FIN_000182,FID000182,PGM00078,PROV9309,FUND_0182,REG70,2024-04-03,823898.27,424048.37,51.47,173475.22,61082.16,399849.9,80.28,56,Pending,2025-01-18,Y,2024-04,Misty Spence,2025-11-19 15:54:45.283240,2024-04-03,2024-09-21
FIN_000183,FID000183,PGM00302,PROV1311,FUND_0183,REG56,2024-07-01,3038933.28,1680700.72,55.31,2239303.31,126494.73,1358232.56,83.26,106,Pending,2024-11-04,N,2024-07,Rebecca Stephens,2025-11-19 15:54:45.283240,2024-07-01,2025-06-14
FIN_000184,FID000184,PGM00309,PROV2687,FUND_0184,REG62,2024-11-09,954784.21,550973.29,57.71,742139.65,36007.36,403810.92,71.4,70,Approved,2025-08-06,N,2024-11,Marcus Goodman,2025-11-19 15:54:45.283240,2024-11-09,2025-04-01
FIN_000185,FID000185,PGM00478,PROV3532,FUND_0185,REG59,2024-07-17,4137661.21,2317449.08,56.01,634762.98,289101.5,1820212.13,83.0,38,Rejected,2025-03-09,Y,2024-07,Rachel Doyle,2025-11-19 15:54:45.283240,2024-07-17,2025-06-13
FIN_000186,FID000186,PGM00435,PROV6102,FUND_0186,REG94,2024-07-18,3963394.59,3823918.4,96.48,1828357.89,104360.33,139476.19,97.48,173,Rejected,2024-07-24,Y,2024-07,Elizabeth Daniels,2025-11-19 15:54:45.283240,2024-07-18,2025-03-22
FIN_000187,FID000187,PGM00043,PROV5028,FUND_0187,REG13,2025-04-05,1952829.72,1446292.42,74.06,886987.82,54330.37,506537.3,93.26,119,Approved,2025-05-16,Y,2025-04,Joe Guerrero MD,2025-11-19 15:54:45.283240,2025-04-05,2026-01-14
FIN_000188,FID000188,PGM00434,PROV9974,FUND_0188,REG70,2025-02-04,1144244.66,640648.32,55.99,374601.33,58709.34,503596.34,98.95,26,Approved,2025-02-23,Y,2025-02,Robert Hernandez,2025-11-19 15:54:45.283240,2025-02-04,2025-06-20
FIN_000189,FID000189,PGM00207,PROV5214,FUND_0189,REG71,2024-05-27,514930.35,374878.15,72.8,321558.24,8377.77,140052.2,83.85,177,Pending,2024-12-08,Y,2024-05,Leslie Brewer,2025-11-19 15:54:45.283240,2024-05-27,2024-06-02
FIN_000190,FID000190,PGM00166,PROV9228,FUND_0190,REG17,2025-05-09,2257061.28,1267125.15,56.14,352001.79,71901.6,989936.13,93.28,65,Rejected,2025-11-02,N,2025-05,Deanna Dean,2025-11-19 15:54:45.283240,2025-05-09,2025-10-18
FIN_000191,FID000191,PGM00363,PROV3359,FUND_0191,REG63,2023-12-03,763565.26,496304.16,65.0,458367.02,64958.1,267261.1,70.4,123,Pending,2025-06-14,Y,2023-12,Carolyn Hart,2025-11-19 15:54:45.283240,2023-12-03,2024-06-18
FIN_000192,FID000192,PGM00488,PROV7742,FUND_0192,REG34,2025-07-02,3123987.88,2384511.53,76.33,1768548.44,246275.68,739476.35,87.4,88,Rejected,2025-10-22,N,2025-07,James Wright,2025-11-19 15:54:45.283240,2025-07-02,2026-03-05
FIN_000193,FID000193,PGM00043,PROV9619,FUND_0193,REG41,2025-08-11,3176559.93,2033773.8,64.02,870173.82,297273.29,1142786.13,74.26,184,Pending,2025-09-07,N,2025-08,Stephanie Luna,2025-11-19 15:54:45.283240,2025-08-11,2025-09-18
FIN_000194,FID000194,PGM00063,PROV1933,FUND_0194,REG63,2025-02-22,4324372.63,2439174.3,56.41,2168148.09,216158.13,1885198.33,98.07,159,Rejected,2025-03-11,Y,2025-02,Samantha Brown,2025-11-19 15:54:45.283240,2025-02-22,2025-04-02
FIN_000195,FID000195,PGM00354,PROV8305,FUND_0195,REG88,2024-04-13,2853565.09,2801478.54,98.17,1462919.66,96152.29,52086.55,95.17,93,Approved,2024-05-28,Y,2024-04,Angela Hampton,2025-11-19 15:54:45.283240,2024-04-13,2024-10-05
FIN_000196,FID000196,PGM00300,PROV8222,FUND_0196,REG83,2025-03-06,3475047.41,3260583.04,93.83,2391659.99,229711.25,214464.37,90.45,168,Approved,2025-03-21,Y,2025-03,Kelly Mercado,2025-11-19 15:54:45.283240,2025-03-06,2025-06-19
FIN_000197,FID000197,PGM00203,PROV9628,FUND_0197,REG89,2024-10-14,4920812.59,4720434.82,95.93,1695656.67,399307.33,200377.77,91.89,64,Rejected,2024-11-03,Y,2024-10,Lori Lopez,2025-11-19 15:54:45.283240,2024-10-14,2025-07-26
FIN_000198,FID000198,PGM00299,PROV4027,FUND_0198,REG27,2025-10-14,1632243.0,1370099.7,83.94,823236.07,105544.39,262143.3,79.19,69,Pending,2025-11-09,N,2025-10,Shannon Bailey,2025-11-19 15:54:45.283240,2025-10-14,2026-08-19
