assignment_id,employee_id,family_id,assigned_date,status,remarks,TRS_Rating_Score,TRS_Level,Assessment_Score,Mentor_Visits,Staff_Training_Count,Provider_Capacity,Capacity_Utilization_Percent,Provider_Type,Active_Children_Count,Complaints_Received,Corrective_Actions_Taken,Assessment_Status,Next_Assessment_Date,Data_Refresh_Timestamp
ASG_000126,EMP_001461,FAM_002122,2016-08-18,Closed,Kitchen show clear soldier lead wind teacher.,4.55,Level 4,48.92,0,18,206,55.76,Home,169,13,5,Completed,2026-03-28,2025-11-14 15:16:57.525726
ASG_000127,EMP_000458,FAM_002808,2019-03-27,Completed,Look win detail language rather data lay.,2.25,Level 2,46.73,4,0,196,82.22,Center,131,0,1,Completed,2027-04-17,2025-11-14 15:16:57.525726
ASG_000128,EMP_000274,FAM_001514,2019-02-26,Closed,Practice least respond agreement say story agree.,4.75,Level 1,34.25,9,19,299,94.2,Home,1,3,3,Completed,2027-03-21,2025-11-14 15:16:57.525726
ASG_000129,EMP_001442,FAM_001065,2022-03-22,Escalated,Team growth son environmental.,1.98,Level 4,87.74,0,20,63,12.75,Home,23,14,4,Completed,2027-03-13,2025-11-14 15:16:57.525726
ASG_000130,EMP_001072,FAM_002832,2023-12-01,Escalated,Go among either try standard light life manager politics.,3.47,Level 1,58.81,0,0,189,81.25,Home,275,0,3,Scheduled,2026-06-12,2025-11-14 15:16:57.525726
ASG_000131,EMP_000036,FAM_000671,2016-12-14,Assigned,Issue food word figure skill expert total sing beat receive.,4.61,Level 2,39.75,5,9,65,15.68,Center,289,11,1,Scheduled,2027-08-21,2025-11-14 15:16:57.525726
ASG_000132,EMP_001386,FAM_002289,2025-07-10,Assigned,Perhaps once culture onto great safe.,2.66,Level 3,45.3,6,16,54,23.97,Center,132,0,0,Pending Review,2026-08-21,2025-11-14 15:16:57.525726
ASG_000133,EMP_000392,FAM_001349,2019-08-03,Completed,Avoid cold nation country up assume evidence material then wait.,3.95,Level 2,32.32,9,19,59,51.33,School,206,15,4,Scheduled,2027-04-29,2025-11-14 15:16:57.525726
ASG_000134,EMP_000903,FAM_000929,2022-08-28,Assigned,And career build either serve popular office generation.,2.84,Level 4,88.88,3,14,207,56.43,Home,84,8,0,Scheduled,2027-06-09,2025-11-14 15:16:57.525726
ASG_000135,EMP_001110,FAM_002109,2023-12-17,Assigned,Town result daughter of mention.,1.35,Level 4,52.31,6,3,267,79.87,Center,158,9,3,Pending Review,2026-10-09,2025-11-14 15:16:57.525726
ASG_000136,EMP_000066,FAM_001888,2016-11-07,Escalated,Every million until child manage identify bag huge.,2.95,Level 4,46.03,9,13,112,86.58,Home,134,17,3,Scheduled,2027-02-08,2025-11-14 15:16:57.525726
ASG_000137,EMP_000252,FAM_000711,2023-07-02,Escalated,Range involve wrong section middle conference military tax teacher.,4.82,Level 1,23.0,1,15,131,93.3,Center,78,19,2,Completed,2026-08-21,2025-11-14 15:16:57.525726
ASG_000138,EMP_000482,FAM_000432,2021-03-29,Closed,One individual prevent sure into former even girl region see.,1.55,Level 2,67.79,4,12,243,19.01,Home,164,14,2,Completed,2026-01-27,2025-11-14 15:16:57.525726
ASG_000139,EMP_000901,FAM_002338,2016-05-29,Escalated,Person very special seven believe allow short different usually.,2.35,Level 2,34.86,7,4,95,22.11,Home,199,19,5,Scheduled,2027-01-06,2025-11-14 15:16:57.525726
ASG_000140,EMP_001451,FAM_002513,2019-01-14,Completed,Conference her do poor society measure their.,1.49,Level 2,38.44,2,2,41,13.0,School,16,15,4,Completed,2026-01-13,2025-11-14 15:16:57.525726
ASG_000141,EMP_000109,FAM_002127,2021-09-16,Escalated,Month data job official occur term all organization authority black.,4.5,Level 2,94.77,5,2,21,65.42,School,61,4,3,Scheduled,2025-11-24,2025-11-14 15:16:57.525726
ASG_000142,EMP_000998,FAM_000621,2022-11-17,Escalated,Become Democrat food table toward later concern executive partner.,3.37,Level 1,86.59,8,0,94,42.35,School,212,1,1,Completed,2026-08-30,2025-11-14 15:16:57.525726
ASG_000143,EMP_000521,FAM_001874,2018-06-29,Completed,Window purpose shoulder too pick begin.,4.45,Level 2,84.9,3,20,90,118.59,Center,109,12,4,Completed,2026-08-31,2025-11-14 15:16:57.525726
ASG_000144,EMP_000793,FAM_002828,2018-12-08,Closed,Third become sell language entire significant forward letter local.,2.91,Level 3,72.91,10,9,159,55.7,Home,240,1,0,Completed,2027-10-30,2025-11-14 15:16:57.525726
ASG_000145,EMP_000682,FAM_001941,2023-10-02,Assigned,Design candidate involve require he movie happen.,3.74,Level 1,65.12,5,16,217,87.21,School,293,20,5,Scheduled,2026-10-12,2025-11-14 15:16:57.525726
ASG_000146,EMP_000481,FAM_001810,2018-02-24,Completed,Street young continue consider require director.,2.47,Level 3,57.8,0,19,227,61.47,Home,213,11,4,Pending Review,2027-02-10,2025-11-14 15:16:57.525726
ASG_000147,EMP_000143,FAM_001730,2021-06-26,Completed,Medical pressure future never plant statement past.,3.92,Level 2,35.04,4,12,108,52.58,School,293,3,4,Completed,2026-05-10,2025-11-14 15:16:57.525726
ASG_000148,EMP_001103,FAM_000281,2025-04-05,Assigned,Pick other develop necessary opportunity next actually good.,2.87,Level 1,53.86,8,16,191,26.03,School,98,4,1,Completed,2027-10-06,2025-11-14 15:16:57.525726
ASG_000149,EMP_001029,FAM_002785,2025-02-04,Escalated,Month family kind official whose several.,1.74,Level 4,14.69,8,8,223,97.69,School,138,13,3,Scheduled,2026-02-20,2025-11-14 15:16:57.525726
ASG_000150,EMP_000512,FAM_002615,2025-06-02,Escalated,Life project under weight create drug present too.,3.42,Level 1,0.28,10,9,151,22.44,School,96,20,4,Pending Review,2026-03-14,2025-11-14 15:16:57.525726
ASG_000151,EMP_000518,FAM_001397,2023-03-06,Completed,Discover report science blood while now particular everything stage woman last.,4.04,Level 1,71.11,1,10,112,107.3,School,281,1,5,Scheduled,2026-06-10,2025-11-14 15:16:57.525726
ASG_000152,EMP_001112,FAM_002331,2021-09-22,Closed,Owner list second establish Mrs effort share tax.,2.91,Level 4,50.27,4,14,243,59.15,Home,266,5,3,Completed,2027-01-04,2025-11-14 15:16:57.525726
ASG_000153,EMP_000126,FAM_002592,2021-10-16,Escalated,Final travel opportunity he mean help system despite easy doctor.,1.23,Level 1,64.0,3,14,179,104.9,Home,243,16,1,Pending Review,2025-11-18,2025-11-14 15:16:57.525726
ASG_000154,EMP_000775,FAM_002944,2022-12-01,Escalated,Offer measure around nothing difference.,3.57,Level 4,11.58,7,19,12,82.94,School,237,3,2,Scheduled,2026-06-29,2025-11-14 15:16:57.525726
ASG_000155,EMP_000707,FAM_001826,2018-08-01,Closed,Without enough hit us indeed music stock.,1.28,Level 3,4.33,1,9,78,50.4,Home,269,9,4,Completed,2027-04-10,2025-11-14 15:16:57.525726
ASG_000156,EMP_000913,FAM_000031,2022-02-12,Completed,Movement whether challenge particularly thought in mother hospital half girl.,2.98,Level 4,2.76,1,8,79,51.72,Home,259,19,1,Completed,2026-03-14,2025-11-14 15:16:57.525726
ASG_000157,EMP_000602,FAM_001293,2019-09-06,Escalated,Focus because through save do seat add there begin.,2.15,Level 3,86.99,5,13,147,80.36,Center,244,11,2,Scheduled,2027-09-01,2025-11-14 15:16:57.525726
ASG_000158,EMP_000916,FAM_002369,2016-07-27,Closed,Win country risk front trial seek.,1.41,Level 1,99.13,6,15,291,86.79,Home,257,8,2,Pending Review,2026-02-18,2025-11-14 15:16:57.525726
ASG_000159,EMP_000010,FAM_000116,2021-04-20,Assigned,Try strong for minute quality respond.,3.39,Level 4,61.9,6,8,141,66.57,School,13,4,2,Scheduled,2027-01-16,2025-11-14 15:16:57.525726
ASG_000160,EMP_000631,FAM_000314,2021-09-11,Completed,Act religious plant season section sort news though receive ball.,2.01,Level 2,25.19,2,15,257,110.29,School,1,2,1,Pending Review,2027-06-03,2025-11-14 15:16:57.525726
ASG_000161,EMP_001006,FAM_002018,2016-10-29,Closed,Too yard professional clearly natural become arm director inside.,1.81,Level 2,63.5,5,11,121,72.43,Center,235,10,1,Pending Review,2026-03-11,2025-11-14 15:16:57.525726
ASG_000162,EMP_001411,FAM_002939,2021-04-20,Escalated,Edge minute value paper than moment front defense article.,4.43,Level 4,63.66,1,19,117,99.67,Home,183,1,1,Completed,2026-10-06,2025-11-14 15:16:57.525726
ASG_000163,EMP_000438,FAM_002985,2019-11-07,Completed,Follow woman attention name herself film total run room.,3.27,Level 1,10.42,3,10,44,23.98,Home,283,2,0,Completed,2027-06-22,2025-11-14 15:16:57.525726
ASG_000164,EMP_001445,FAM_002025,2016-08-11,Closed,Marriage Republican soldier dark great common college nor upon.,2.39,Level 2,12.77,6,3,41,26.87,School,44,13,1,Pending Review,2027-04-17,2025-11-14 15:16:57.525726
ASG_000165,EMP_001151,FAM_001272,2017-02-20,Escalated,Think agency room buy commercial item study hour Democrat democratic writer.,2.78,Level 4,27.11,2,6,28,51.15,School,37,17,5,Pending Review,2026-01-01,2025-11-14 15:16:57.525726
ASG_000166,EMP_000687,FAM_001928,2017-12-06,Closed,Standard sing near party whatever they.,1.14,Level 1,58.54,0,9,284,61.41,Home,116,0,1,Completed,2027-03-19,2025-11-14 15:16:57.525726
ASG_000167,EMP_000200,FAM_002008,2020-07-21,Assigned,Outside property chance include job interesting rather economic last across.,1.15,Level 2,72.37,5,6,84,37.86,Home,234,2,4,Completed,2026-11-24,2025-11-14 15:16:57.525726
ASG_000168,EMP_000798,FAM_001083,2024-12-02,Assigned,Phone evidence music difference break.,3.17,Level 4,1.45,5,12,219,111.37,School,89,9,0,Scheduled,2026-04-19,2025-11-14 15:16:57.525726
ASG_000169,EMP_000538,FAM_001212,2016-12-19,Assigned,Think reach lead hotel herself kitchen.,1.41,Level 1,84.71,0,1,284,15.5,Home,123,12,4,Pending Review,2026-10-27,2025-11-14 15:16:57.525726
ASG_000170,EMP_000991,FAM_001777,2023-09-21,Escalated,Reduce great ready morning inside daughter animal peace person.,4.68,Level 3,45.13,6,5,102,41.19,Home,108,11,5,Scheduled,2027-05-27,2025-11-14 15:16:57.525726
ASG_000171,EMP_000596,FAM_000357,2023-04-20,Completed,Few we bag game free level use senior about someone.,1.52,Level 1,45.67,5,4,251,110.01,Center,188,19,1,Scheduled,2027-07-30,2025-11-14 15:16:57.525726
ASG_000172,EMP_000092,FAM_001989,2020-01-27,Escalated,Help phone contain group capital where age.,4.06,Level 2,14.45,4,9,262,107.46,Home,31,4,0,Scheduled,2026-06-25,2025-11-14 15:16:57.525726
ASG_000173,EMP_001490,FAM_002889,2018-01-13,Assigned,Degree pick lot media add fill across.,2.38,Level 1,50.99,2,3,257,98.92,Home,282,3,5,Scheduled,2027-03-22,2025-11-14 15:16:57.525726
ASG_000174,EMP_000803,FAM_000263,2025-01-11,Escalated,Have question dream natural fill heart whole bit.,2.19,Level 3,51.48,4,3,91,82.82,Home,242,6,4,Scheduled,2027-05-09,2025-11-14 15:16:57.525726
ASG_000175,EMP_000936,FAM_002712,2022-06-21,Completed,Direction seven among wear lose.,4.75,Level 2,8.43,5,13,150,24.13,Center,119,1,2,Scheduled,2026-10-07,2025-11-14 15:16:57.525726
ASG_000176,EMP_000243,FAM_002636,2022-04-27,Closed,Develop college including that national.,2.92,Level 4,71.49,5,10,58,80.58,School,275,18,2,Scheduled,2027-03-11,2025-11-14 15:16:57.525726
ASG_000177,EMP_000732,FAM_001668,2017-05-28,Completed,Officer ask she feeling major alone citizen.,3.03,Level 3,87.56,6,10,279,39.04,Center,64,0,5,Scheduled,2027-02-17,2025-11-14 15:16:57.525726
ASG_000178,EMP_000752,FAM_000778,2025-08-19,Assigned,Before activity within two effect live word physical detail structure.,1.43,Level 2,68.1,5,9,93,73.86,Home,221,5,2,Completed,2026-09-14,2025-11-14 15:16:57.525726
ASG_000179,EMP_000852,FAM_000145,2024-04-22,Assigned,Party economic pretty class traditional wait all.,3.87,Level 4,78.69,7,2,99,34.02,Home,109,7,2,Scheduled,2026-10-01,2025-11-14 15:16:57.525726
ASG_000180,EMP_000635,FAM_000006,2023-05-05,Closed,Card quickly second dark activity give church east.,3.16,Level 4,43.84,8,12,257,16.98,Home,61,0,5,Pending Review,2027-05-05,2025-11-14 15:16:57.525726
ASG_000181,EMP_000608,FAM_002897,2016-05-06,Closed,Car authority almost follow figure a red husband capital push.,3.9,Level 2,27.0,2,3,250,89.9,School,239,6,5,Pending Review,2026-06-20,2025-11-14 15:16:57.525726
ASG_000182,EMP_000870,FAM_000464,2018-04-15,Assigned,Dream another hold hear father range.,4.31,Level 4,0.58,9,17,147,50.5,Center,164,13,1,Pending Review,2026-12-02,2025-11-14 15:16:57.525726
ASG_000183,EMP_000479,FAM_000350,2016-06-14,Assigned,Brother majority two break scientist company why.,3.47,Level 4,79.22,1,1,174,57.69,School,145,8,5,Scheduled,2026-01-29,2025-11-14 15:16:57.525726
ASG_000184,EMP_000469,FAM_000909,2021-06-22,Assigned,Impact customer draw travel day accept soon go various.,3.41,Level 1,10.07,9,8,298,91.73,Center,118,18,2,Scheduled,2026-06-11,2025-11-14 15:16:57.525726
ASG_000185,EMP_000339,FAM_001075,2016-05-03,Closed,Me look together central set person six close anyone type.,1.72,Level 2,86.59,3,14,101,116.14,School,10,11,5,Pending Review,2027-06-17,2025-11-14 15:16:57.525726
ASG_000186,EMP_001138,FAM_002989,2025-06-05,Assigned,Across brother senior city very price speak movie get.,2.05,Level 2,98.6,5,18,190,54.04,School,45,8,3,Scheduled,2026-11-03,2025-11-14 15:16:57.525726
ASG_000187,EMP_000013,FAM_002891,2020-08-22,Assigned,Must no ever wish long manager our.,3.75,Level 2,21.83,4,6,196,58.69,Home,10,2,5,Completed,2026-10-01,2025-11-14 15:16:57.525726
ASG_000188,EMP_000521,FAM_000147,2020-10-18,Closed,Garden civil career ability day unit letter.,4.4,Level 3,21.79,6,3,242,87.44,School,136,14,0,Scheduled,2026-09-17,2025-11-14 15:16:57.525726
ASG_000189,EMP_000331,FAM_002146,2021-05-07,Assigned,Senior admit information turn agreement avoid world.,2.27,Level 2,14.6,0,9,45,22.24,Center,127,15,4,Completed,2027-05-15,2025-11-14 15:16:57.525726
ASG_000190,EMP_000096,FAM_001044,2019-07-03,Escalated,Need necessary show buy whose oil summer.,3.18,Level 3,95.2,9,19,32,19.86,Home,124,16,4,Pending Review,2026-10-14,2025-11-14 15:16:57.525726
ASG_000191,EMP_000785,FAM_001584,2016-04-15,Assigned,Wish various manager player economic sport.,1.66,Level 3,57.17,10,11,252,71.41,Home,281,1,4,Completed,2027-05-21,2025-11-14 15:16:57.525726
ASG_000192,EMP_001043,FAM_001481,2018-08-03,Escalated,Explain can write wish again.,3.51,Level 3,55.23,3,13,62,98.87,Center,248,14,3,Completed,2026-12-31,2025-11-14 15:16:57.525726
ASG_000193,EMP_001100,FAM_000870,2025-08-05,Closed,Tell Democrat child break government significant.,1.99,Level 3,40.86,8,0,129,49.95,Home,185,0,4,Pending Review,2027-02-15,2025-11-14 15:16:57.525726
ASG_000194,EMP_000233,FAM_002812,2020-10-29,Escalated,Floor important political character Mr yet skill trade then resource.,3.18,Level 2,84.66,3,6,41,88.17,Center,72,5,0,Scheduled,2026-02-20,2025-11-14 15:16:57.525726
ASG_000195,EMP_001195,FAM_001225,2023-10-16,Escalated,Long direction meeting dog heavy big support.,1.33,Level 1,25.58,7,5,43,80.6,Home,260,14,5,Scheduled,2027-09-28,2025-11-14 15:16:57.525726
ASG_000196,EMP_000637,FAM_002499,2017-01-29,Closed,Site discussion low citizen style long no.,4.58,Level 4,34.86,3,16,135,84.37,Home,145,16,5,Scheduled,2026-09-28,2025-11-14 15:16:57.525726
ASG_000197,EMP_000488,FAM_002607,2024-08-14,Closed,Happen total gun something Congress.,1.18,Level 4,66.42,4,8,238,117.01,Home,174,0,5,Scheduled,2027-07-25,2025-11-14 15:16:57.525726
ASG_000198,EMP_000541,FAM_000679,2020-01-18,Escalated,Federal turn to issue others themselves break enough shoulder democratic offer.,1.08,Level 3,32.85,2,5,77,106.76,Center,193,11,0,Pending Review,2026-07-23,2025-11-14 15:16:57.525726
ASG_000199,EMP_001133,FAM_000142,2019-02-22,Escalated,Scientist around focus newspaper only night.,1.72,Level 1,89.98,7,20,232,32.98,Home,51,3,0,Completed,2027-07-02,2025-11-14 15:16:57.525726
ASG_000200,EMP_000828,FAM_000071,2019-09-07,Completed,Moment meet evening claim science.,1.16,Level 4,82.6,3,6,24,48.19,Home,90,9,3,Completed,2027-07-20,2025-11-14 15:16:57.525726
ASG_000201,EMP_001354,FAM_002317,2018-06-22,Closed,Training author into piece free.,3.05,Level 3,74.81,4,16,27,79.12,Center,155,11,3,Completed,2026-05-18,2025-11-14 15:16:57.525726
ASG_000202,EMP_000952,FAM_002103,2018-05-21,Closed,Wish specific political seem leader.,4.42,Level 4,33.36,10,16,77,63.37,School,131,14,3,Pending Review,2026-01-09,2025-11-14 15:16:57.525726
ASG_000203,EMP_001243,FAM_000270,2016-10-03,Escalated,Small within positive article tough.,1.91,Level 1,7.47,4,6,113,92.11,Center,229,4,4,Completed,2027-04-19,2025-11-14 15:16:57.525726
ASG_000204,EMP_001295,FAM_002772,2018-08-10,Escalated,Bank I approach thank.,1.34,Level 2,50.88,8,7,165,24.19,Home,20,6,3,Pending Review,2026-10-12,2025-11-14 15:16:57.525726
ASG_000205,EMP_001408,FAM_000721,2020-09-10,Closed,His attorney prepare play officer sound from.,4.19,Level 1,2.42,7,9,235,67.73,School,167,18,1,Scheduled,2026-01-19,2025-11-14 15:16:57.525726
ASG_000206,EMP_000088,FAM_001775,2019-01-24,Closed,Back management none throughout effort allow owner.,1.96,Level 2,83.24,9,7,171,71.35,Center,272,2,1,Completed,2026-07-01,2025-11-14 15:16:57.525726
ASG_000207,EMP_000878,FAM_002108,2019-11-28,Completed,Certainly table federal close hour commercial onto eye.,4.12,Level 4,65.04,10,19,87,23.0,School,136,17,2,Pending Review,2026-11-24,2025-11-14 15:16:57.525726
ASG_000208,EMP_000618,FAM_001013,2016-09-11,Completed,Fire future toward occur situation change.,3.79,Level 4,46.19,10,14,73,106.81,School,296,6,1,Scheduled,2027-07-03,2025-11-14 15:16:57.525726
ASG_000209,EMP_001002,FAM_000941,2016-03-07,Assigned,Pm decade vote cold home give standard.,3.07,Level 3,63.34,5,2,21,96.81,School,62,19,2,Completed,2027-03-16,2025-11-14 15:16:57.525726
ASG_000210,EMP_000296,FAM_000844,2018-07-03,Completed,Paper machine catch opportunity institution office service.,2.45,Level 1,80.96,2,7,270,115.17,Home,124,5,3,Scheduled,2027-01-28,2025-11-14 15:16:57.525726
ASG_000211,EMP_000551,FAM_002086,2016-12-01,Escalated,Parent such factor room side.,4.77,Level 1,45.2,1,0,297,75.16,Home,150,12,4,Scheduled,2026-06-29,2025-11-14 15:16:57.525726
ASG_000212,EMP_000447,FAM_002145,2017-05-15,Escalated,Something player born appear song discuss ask hit.,4.02,Level 2,51.09,0,16,232,42.27,Home,280,16,0,Pending Review,2025-12-12,2025-11-14 15:16:57.525726
ASG_000213,EMP_000990,FAM_001462,2021-01-03,Escalated,Easy accept hard surface give already.,2.26,Level 2,97.34,4,6,298,46.57,School,74,16,4,Completed,2027-08-06,2025-11-14 15:16:57.525726
ASG_000214,EMP_000722,FAM_000458,2022-02-13,Closed,Enough page individual administration too financial next determine Congress bank.,3.34,Level 2,46.13,9,0,85,56.51,School,42,10,5,Pending Review,2027-09-05,2025-11-14 15:16:57.525726
ASG_000215,EMP_001169,FAM_002404,2021-10-02,Closed,Else subject across house idea scientist.,2.0,Level 3,81.39,5,20,92,38.02,Home,2,8,0,Scheduled,2026-06-19,2025-11-14 15:16:57.525726
ASG_000216,EMP_000737,FAM_001529,2018-07-25,Escalated,Current late free water wife but life nearly around.,2.31,Level 2,70.52,0,10,270,109.35,Home,145,15,4,Scheduled,2027-06-05,2025-11-14 15:16:57.525726
ASG_000217,EMP_000592,FAM_002714,2018-05-04,Completed,Teacher bring safe production speech that yes agreement.,1.18,Level 4,8.58,10,12,51,114.6,School,206,8,2,Completed,2026-08-28,2025-11-14 15:16:57.525726
ASG_000218,EMP_000789,FAM_001185,2016-10-11,Escalated,Seven watch floor piece early year hear window soldier right.,4.77,Level 1,6.55,3,5,220,108.35,School,193,18,4,Completed,2026-05-22,2025-11-14 15:16:57.525726
ASG_000219,EMP_000583,FAM_002689,2016-04-10,Completed,Analysis good toward unit management upon.,2.33,Level 3,28.18,2,9,68,58.33,School,227,15,0,Pending Review,2027-08-22,2025-11-14 15:16:57.525726
ASG_000220,EMP_000481,FAM_000745,2016-04-23,Closed,School address wear value behavior pull sister someone science reason.,1.76,Level 3,80.39,5,7,116,83.21,Home,279,11,4,Pending Review,2027-05-14,2025-11-14 15:16:57.525726
