event_id,program_id,geo_id,event_name,event_type,event_date,participants_count,event_count,families_engaged,partners_engaged,volunteers_involved,calls_received,calls_resolved,avg_resolution_time_min,campaign_reach,campaign_type,feedback_score,satisfaction_rate,outcome_category,cost_per_event,channel_type,participation_score,attendance_count
EVT_000144,PGM_00045,GEO_0186,Quality-focused 24hour budgetary management,Outreach,2025-08-13,259,5,105,0,77,148,107,80.95,3683,Phone,3.22,49.52,Failed,17866.91,SMS,12.39,314
EVT_000145,PGM_00135,GEO_0042,Compatible optimal moderator,Training,2025-08-27,234,5,7,8,3,434,443,26.98,19645,In-person,1.89,17.92,Success,14817.11,In-person,29.3,178
EVT_000146,PGM_00136,GEO_0157,User-friendly actuating budgetary management,Outreach,2025-01-05,386,1,179,16,81,198,392,55.79,1636,Phone,3.19,23.83,Partial,6640.74,In-person,44.83,248
EVT_000147,PGM_00414,GEO_0144,Re-contextualized content-based pricing structure,Outreach,2018-11-15,446,3,42,11,51,176,118,68.46,13409,In-person,3.49,49.08,Failed,102.29,Online,97.73,320
EVT_000148,PGM_00385,GEO_0146,Up-sized upward-trending circuit,Training,2018-10-09,161,1,63,8,4,335,109,100.04,3318,Phone,2.99,19.42,Failed,2334.69,SMS,69.34,153
EVT_000149,PGM_00281,GEO_0118,Switchable encompassing pricing structure,Training,2019-08-27,436,4,102,4,69,401,7,8.9,14493,In-person,1.0,27.36,Partial,14019.52,In-person,19.52,14
EVT_000150,PGM_00011,GEO_0044,Multi-channeled local projection,Training,2023-01-17,51,4,13,10,90,267,70,37.54,3607,Phone,2.65,57.9,Success,3675.71,In-person,33.5,469
EVT_000151,PGM_00023,GEO_0009,Face-to-face multi-state forecast,Outreach,2017-05-09,428,3,192,1,95,352,192,26.7,13349,Email,1.85,13.7,Partial,3922.0,Phone,38.61,357
EVT_000152,PGM_00400,GEO_0048,Extended 24/7 focus group,Conference,2016-01-06,377,5,191,7,35,180,133,46.74,19873,Phone,3.26,75.51,Partial,3252.42,Phone,72.8,180
EVT_000153,PGM_00161,GEO_0044,Multi-lateral tertiary standardization,Conference,2020-09-14,311,4,135,15,56,14,464,85.11,7010,Phone,1.7,66.91,Partial,16204.68,SMS,59.33,401
EVT_000154,PGM_00316,GEO_0068,Organized system-worthy leverage,Training,2019-01-03,206,4,22,18,92,461,116,44.44,7885,Email,4.03,45.54,Failed,17898.7,In-person,48.91,313
EVT_000155,PGM_00213,GEO_0128,Up-sized multi-tasking access,Conference,2017-08-21,330,3,5,18,98,70,187,37.59,461,Phone,2.79,2.21,Success,3353.08,Phone,92.42,75
EVT_000156,PGM_00419,GEO_0035,Intuitive empowering array,Outreach,2018-07-14,378,4,199,15,47,12,180,81.97,12108,Phone,1.35,34.94,Failed,10589.25,Online,26.49,155
EVT_000157,PGM_00210,GEO_0020,Customizable web-enabled Internet solution,Training,2023-03-10,212,3,196,13,31,442,150,56.65,905,Phone,4.36,28.71,Failed,17526.2,In-person,49.86,123
EVT_000158,PGM_00169,GEO_0109,Intuitive multi-state migration,Outreach,2024-02-20,386,3,119,9,5,446,41,42.39,10102,In-person,3.97,42.39,Success,11046.34,In-person,4.61,396
EVT_000159,PGM_00065,GEO_0079,Ameliorated zero administration software,Training,2020-11-01,231,2,2,19,75,455,66,66.25,7579,In-person,3.9,89.27,Failed,12220.0,SMS,17.86,15
EVT_000160,PGM_00053,GEO_0166,Horizontal uniform emulation,Conference,2021-04-15,150,4,95,14,37,107,344,7.76,8457,In-person,1.85,46.8,Failed,1605.78,Phone,89.65,268
EVT_000161,PGM_00020,GEO_0199,Grass-roots reciprocal extranet,Training,2016-05-28,433,4,28,2,86,300,54,111.68,6064,Email,2.16,35.53,Success,18743.64,In-person,38.28,128
EVT_000162,PGM_00333,GEO_0090,Managed 4thgeneration utilization,Conference,2019-09-14,461,2,36,1,30,10,234,106.01,9110,In-person,3.13,64.71,Success,7451.45,SMS,23.12,408
EVT_000163,PGM_00205,GEO_0131,Exclusive zero-defect data-warehouse,Webinar,2025-01-18,154,5,178,6,49,301,401,63.07,6012,SMS,1.78,58.75,Failed,8003.97,Online,44.46,104
EVT_000164,PGM_00165,GEO_0011,Distributed coherent secured line,Outreach,2020-12-22,372,1,174,10,51,175,103,84.23,6299,In-person,3.71,54.89,Partial,15017.14,Phone,43.3,16
EVT_000165,PGM_00004,GEO_0179,Grass-roots explicit core,Conference,2016-07-05,110,3,113,18,82,14,474,27.8,10813,Phone,3.99,10.5,Partial,3262.86,Phone,35.15,8
EVT_000166,PGM_00425,GEO_0111,Organized leadingedge system engine,Webinar,2020-01-04,401,3,86,1,25,370,296,78.17,10061,Email,1.59,67.3,Failed,6310.47,Online,96.55,413
EVT_000167,PGM_00042,GEO_0086,De-engineered actuating software,Conference,2020-05-09,183,4,49,13,82,415,422,66.64,6244,Email,4.25,40.48,Success,10763.57,SMS,29.92,458
EVT_000168,PGM_00026,GEO_0006,Multi-tiered system-worthy collaboration,Conference,2023-04-26,299,1,79,0,35,42,456,85.16,1261,Phone,3.29,41.25,Success,16282.6,SMS,42.21,447
EVT_000169,PGM_00436,GEO_0089,Inverse mobile application,Outreach,2019-05-23,311,4,97,14,49,122,373,22.9,19766,SMS,2.21,84.18,Failed,7136.17,Online,59.66,485
EVT_000170,PGM_00414,GEO_0195,Realigned dedicated capability,Conference,2025-08-01,314,5,47,8,62,319,63,71.94,14339,Phone,2.5,50.79,Partial,16584.64,Online,42.88,46
EVT_000171,PGM_00197,GEO_0170,Intuitive grid-enabled ability,Conference,2020-05-06,9,2,36,2,98,327,103,100.14,19983,SMS,2.82,51.3,Success,6737.07,Online,30.13,331
EVT_000172,PGM_00365,GEO_0036,Decentralized uniform orchestration,Outreach,2023-01-20,27,2,72,20,38,454,231,114.37,8213,Email,3.54,41.41,Success,1556.86,SMS,24.51,233
EVT_000173,PGM_00173,GEO_0122,Vision-oriented real-time service-desk,Training,2019-04-11,433,3,1,5,43,269,221,116.66,6824,SMS,3.22,41.82,Partial,10986.05,SMS,81.23,193
EVT_000174,PGM_00424,GEO_0081,Re-contextualized fault-tolerant data-warehouse,Webinar,2025-02-06,184,4,119,11,59,288,168,92.81,15984,SMS,4.7,74.21,Failed,8941.51,SMS,47.89,383
EVT_000175,PGM_00264,GEO_0051,Public-key bandwidth-monitored core,Webinar,2024-06-17,345,4,112,15,94,334,75,34.42,11065,Email,1.43,45.11,Partial,6748.97,In-person,84.4,55
EVT_000176,PGM_00443,GEO_0160,Cloned 24hour matrices,Webinar,2019-10-05,452,1,83,0,43,433,463,70.74,17110,In-person,3.44,63.25,Partial,4612.48,SMS,82.72,92
EVT_000177,PGM_00053,GEO_0151,Reverse-engineered cohesive neural-net,Outreach,2019-09-18,232,4,114,14,78,134,247,5.14,10837,Phone,4.64,49.17,Failed,10478.12,Phone,8.84,412
EVT_000178,PGM_00397,GEO_0156,Monitored 24hour instruction set,Outreach,2021-10-15,169,2,43,12,92,435,132,75.95,19295,SMS,1.26,38.99,Partial,11221.24,In-person,84.87,390
EVT_000179,PGM_00480,GEO_0006,Persistent zero tolerance service-desk,Outreach,2016-09-16,236,3,117,8,42,254,168,54.33,654,In-person,2.52,98.19,Success,8635.7,Phone,53.15,337
EVT_000180,PGM_00082,GEO_0048,Decentralized holistic service-desk,Training,2023-11-13,342,1,97,20,29,372,132,77.74,11492,Phone,2.66,12.44,Success,8685.16,SMS,38.89,71
EVT_000181,PGM_00155,GEO_0163,Total exuding structure,Outreach,2021-05-11,411,1,61,18,76,101,5,110.76,5526,Email,4.1,81.36,Failed,7708.67,In-person,71.89,13
EVT_000182,PGM_00367,GEO_0142,Team-oriented optimal architecture,Webinar,2018-12-12,498,1,102,17,55,195,274,108.06,1099,SMS,4.32,45.81,Success,919.92,In-person,6.51,284
EVT_000183,PGM_00483,GEO_0179,Advanced discrete throughput,Training,2024-11-23,66,3,62,13,2,405,300,13.3,1279,Phone,3.16,39.37,Success,9286.38,Phone,14.42,44
EVT_000184,PGM_00039,GEO_0163,Enterprise-wide optimizing secured line,Webinar,2022-12-10,408,4,168,13,93,299,139,33.87,14958,In-person,4.83,28.3,Success,14975.66,SMS,38.64,10
EVT_000185,PGM_00191,GEO_0032,Pre-emptive 4thgeneration pricing structure,Training,2020-05-10,50,4,68,4,50,336,174,58.27,16324,SMS,3.86,96.28,Partial,8973.86,Phone,63.5,225
EVT_000186,PGM_00326,GEO_0109,Cross-group coherent monitoring,Training,2021-06-26,55,1,50,18,83,217,6,112.92,15320,Email,2.09,87.97,Partial,9974.09,Phone,14.66,427
EVT_000187,PGM_00213,GEO_0022,Synergistic reciprocal database,Webinar,2019-11-16,294,5,40,3,19,484,353,49.83,16233,Email,1.52,96.86,Failed,2846.5,SMS,84.45,448
EVT_000188,PGM_00408,GEO_0020,Operative dynamic function,Conference,2023-03-04,328,1,91,4,98,24,330,107.71,6405,Phone,3.19,8.63,Failed,15825.87,In-person,89.7,150
EVT_000189,PGM_00234,GEO_0005,Reactive system-worthy instruction set,Training,2017-12-14,154,5,166,15,10,97,143,34.48,3584,Phone,4.55,90.57,Success,10671.08,SMS,72.31,125
EVT_000190,PGM_00080,GEO_0145,Reverse-engineered context-sensitive interface,Webinar,2018-05-28,494,5,73,10,59,63,307,80.04,14172,Phone,4.29,88.02,Partial,9793.31,In-person,96.65,153
EVT_000191,PGM_00424,GEO_0178,Operative bottom-line info-mediaries,Conference,2023-01-10,367,1,190,9,53,322,337,45.85,15783,Phone,4.55,52.9,Partial,15988.93,SMS,1.1,95
EVT_000192,PGM_00082,GEO_0151,Organized reciprocal installation,Webinar,2021-05-07,136,1,185,17,38,70,230,74.02,17007,In-person,1.55,81.59,Failed,17388.89,SMS,52.81,326
EVT_000193,PGM_00237,GEO_0030,Monitored didactic throughput,Conference,2025-01-03,369,4,34,16,80,137,214,6.08,19293,In-person,2.37,17.74,Failed,11749.26,Phone,77.68,381
EVT_000194,PGM_00353,GEO_0048,Realigned client-driven function,Conference,2018-10-22,402,1,116,6,11,219,196,67.91,17615,Email,2.55,28.02,Success,16787.48,In-person,10.64,199
EVT_000195,PGM_00404,GEO_0045,Profound well-modulated migration,Conference,2019-07-09,184,5,51,13,82,150,309,19.84,10163,Phone,2.11,61.19,Partial,9171.37,Online,74.65,102
EVT_000196,PGM_00010,GEO_0182,Focused systemic info-mediaries,Outreach,2021-04-19,172,2,86,0,57,166,316,61.36,4330,SMS,1.74,55.41,Success,7513.29,In-person,82.35,66
EVT_000197,PGM_00014,GEO_0057,Exclusive composite migration,Conference,2024-07-31,382,1,27,6,58,441,333,85.78,6819,In-person,1.25,16.85,Failed,13892.51,Online,0.14,150
EVT_000198,PGM_00066,GEO_0094,Team-oriented client-driven leverage,Webinar,2021-04-29,233,3,80,18,66,172,332,95.02,11100,Phone,3.02,59.71,Failed,6695.91,Phone,95.34,261
EVT_000199,PGM_00351,GEO_0071,Persevering regional infrastructure,Conference,2017-07-25,199,2,49,7,69,122,399,42.71,7271,SMS,2.86,88.94,Partial,16155.93,Phone,11.53,469
EVT_000200,PGM_00485,GEO_0154,Synergistic optimizing access,Training,2022-03-17,382,5,51,18,71,308,159,66.06,4072,Email,4.65,45.52,Failed,6042.97,Online,53.93,262
EVT_000201,PGM_00043,GEO_0126,Total clear-thinking Graphical User Interface,Outreach,2018-02-19,108,1,143,15,16,140,498,55.22,417,Phone,1.26,36.7,Success,15632.49,Phone,13.19,220
EVT_000202,PGM_00153,GEO_0089,Centralized 24/7 alliance,Outreach,2021-03-04,306,1,86,13,92,401,259,61.3,4946,Email,3.16,82.55,Partial,3134.8,SMS,81.2,351
EVT_000203,PGM_00218,GEO_0018,Assimilated heuristic complexity,Training,2024-07-06,101,1,100,11,88,500,339,43.06,16778,Email,4.86,66.05,Failed,18751.32,SMS,96.17,176
EVT_000204,PGM_00060,GEO_0044,Polarized tangible moratorium,Outreach,2021-03-30,309,2,85,11,98,71,70,39.91,3976,Phone,4.84,60.34,Success,11421.86,In-person,2.61,146
EVT_000205,PGM_00003,GEO_0183,Switchable systematic system engine,Training,2023-01-27,16,1,137,17,43,312,306,19.18,15841,In-person,2.35,6.34,Partial,19513.7,Online,64.17,98
EVT_000206,PGM_00369,GEO_0148,Stand-alone client-driven superstructure,Training,2016-04-21,352,5,22,18,99,230,487,38.12,2797,Email,2.82,64.85,Failed,17506.52,Online,63.87,166
EVT_000207,PGM_00124,GEO_0181,Total multi-state Graphical User Interface,Outreach,2021-01-28,117,4,111,7,100,234,142,85.02,9003,In-person,2.25,79.16,Failed,14982.09,Online,3.99,171
EVT_000208,PGM_00240,GEO_0002,Reverse-engineered executive parallelism,Conference,2020-10-22,444,1,25,3,67,196,86,80.13,11131,In-person,1.82,71.59,Success,2590.45,Online,35.83,223
EVT_000209,PGM_00060,GEO_0150,Operative transitional function,Training,2018-10-08,60,5,114,13,97,304,242,46.75,15235,Email,3.79,98.57,Failed,13816.66,Online,45.23,168
EVT_000210,PGM_00056,GEO_0045,Polarized analyzing middleware,Training,2018-02-16,408,3,157,6,11,202,104,42.38,19405,In-person,1.93,24.73,Failed,13037.41,Online,21.71,409
EVT_000211,PGM_00143,GEO_0147,Down-sized cohesive migration,Conference,2023-06-22,477,4,165,14,11,101,158,69.74,4470,Phone,4.41,47.95,Success,875.47,SMS,92.72,256
EVT_000212,PGM_00132,GEO_0115,Re-engineered contextually-based attitude,Training,2020-12-21,363,2,12,15,26,486,457,26.89,6408,In-person,3.4,70.43,Failed,1200.36,Phone,32.0,82
EVT_000213,PGM_00282,GEO_0061,Cross-platform local service-desk,Conference,2018-01-25,231,3,128,9,68,460,336,80.42,9463,Phone,1.88,38.49,Success,2743.82,Phone,80.67,298
EVT_000214,PGM_00282,GEO_0170,Managed actuating forecast,Outreach,2024-10-20,332,3,178,11,78,494,6,9.0,514,Email,2.63,62.99,Partial,1109.86,In-person,39.11,145
EVT_000215,PGM_00491,GEO_0008,Innovative bandwidth-monitored focus group,Conference,2022-01-19,349,1,80,2,11,150,356,47.69,19412,SMS,1.03,26.5,Failed,10154.74,SMS,88.76,433
EVT_000216,PGM_00058,GEO_0119,Right-sized coherent task-force,Webinar,2017-08-22,449,1,190,6,16,115,398,49.83,1733,SMS,1.64,63.26,Partial,14983.54,In-person,75.69,116
EVT_000217,PGM_00433,GEO_0004,Profit-focused logistical extranet,Conference,2025-09-29,148,3,13,20,46,28,318,8.0,14355,In-person,3.88,64.59,Failed,18279.22,Online,30.49,439
EVT_000218,PGM_00385,GEO_0087,Function-based static infrastructure,Outreach,2024-12-14,21,1,106,12,6,186,235,83.39,10114,Phone,4.25,96.14,Partial,10501.84,Online,46.62,165
EVT_000219,PGM_00350,GEO_0118,Object-based composite matrices,Training,2022-08-03,464,2,171,9,46,344,27,28.92,13582,SMS,4.28,84.12,Success,18059.38,In-person,44.99,422
EVT_000220,PGM_00356,GEO_0100,Quality-focused intermediate policy,Training,2024-12-22,102,5,85,1,11,87,34,107.02,18085,SMS,3.82,66.99,Success,15139.52,In-person,37.26,317
EVT_000221,PGM_00063,GEO_0123,Sharable multi-tasking challenge,Training,2019-04-16,68,1,42,6,5,475,312,109.57,8055,Email,3.7,9.37,Success,12081.04,In-person,64.38,256
EVT_000222,PGM_00417,GEO_0182,Devolved analyzing project,Training,2016-10-26,147,2,111,4,9,453,269,14.57,2888,In-person,1.42,75.02,Failed,3124.81,Online,49.15,288
EVT_000223,PGM_00038,GEO_0129,Programmable web-enabled access,Conference,2016-11-24,482,1,138,2,85,381,33,105.23,812,In-person,4.2,2.31,Partial,9672.31,In-person,45.95,200
EVT_000224,PGM_00266,GEO_0161,Enhanced bifurcated circuit,Webinar,2021-07-14,315,2,80,17,1,426,323,79.2,18209,In-person,2.55,63.43,Failed,2429.47,In-person,39.24,82
EVT_000225,PGM_00435,GEO_0101,Realigned 6thgeneration time-frame,Conference,2017-12-09,453,4,0,18,49,464,77,34.95,3721,In-person,3.14,76.03,Failed,15314.48,In-person,82.21,158
EVT_000226,PGM_00194,GEO_0093,Networked encompassing service-desk,Outreach,2024-09-07,379,2,176,9,36,307,379,6.72,1,In-person,3.34,47.96,Success,6031.95,In-person,87.13,18
EVT_000227,PGM_00112,GEO_0042,Down-sized next generation productivity,Outreach,2018-04-26,132,3,98,4,30,283,258,95.25,8453,Email,3.28,68.8,Failed,2426.13,Phone,76.63,453
EVT_000228,PGM_00126,GEO_0149,De-engineered directional frame,Conference,2018-08-08,353,5,106,5,39,320,457,112.02,15515,Email,4.42,16.74,Partial,7403.46,Online,14.6,409
EVT_000229,PGM_00294,GEO_0174,Open-architected directional standardization,Training,2023-04-22,486,3,4,9,59,409,207,90.4,7952,SMS,4.39,35.73,Success,1893.01,In-person,21.96,398
EVT_000230,PGM_00088,GEO_0012,Phased system-worthy circuit,Outreach,2021-05-12,33,1,88,17,31,61,276,9.29,12517,Phone,3.03,92.99,Partial,4990.34,SMS,69.14,276
EVT_000231,PGM_00287,GEO_0139,Organized optimizing Internet solution,Outreach,2024-02-20,379,3,84,13,56,155,407,100.59,5435,Email,2.39,3.57,Success,5650.32,In-person,7.39,93
EVT_000232,PGM_00466,GEO_0168,Optimized interactive policy,Conference,2016-06-17,326,5,121,5,61,145,177,114.39,145,Email,4.36,11.21,Success,12856.79,In-person,96.48,90
EVT_000233,PGM_00201,GEO_0139,Multi-lateral high-level capacity,Outreach,2019-01-14,309,3,68,17,74,155,399,94.49,11781,In-person,1.89,95.35,Partial,9316.37,Phone,6.67,298
EVT_000234,PGM_00066,GEO_0007,Assimilated interactive firmware,Outreach,2016-01-01,155,5,100,15,52,272,240,38.82,13522,In-person,3.35,53.03,Partial,13960.74,In-person,67.16,379
EVT_000235,PGM_00438,GEO_0066,Pre-emptive heuristic task-force,Outreach,2016-05-05,243,5,198,14,7,380,324,67.94,8216,In-person,3.82,77.15,Partial,7212.36,In-person,10.93,213
EVT_000236,PGM_00105,GEO_0179,Front-line fault-tolerant emulation,Conference,2017-07-21,340,3,128,7,47,482,297,94.19,19975,Email,1.48,71.63,Failed,3812.71,Online,84.55,397
EVT_000237,PGM_00378,GEO_0096,De-engineered global budgetary management,Training,2016-12-17,233,1,98,12,46,134,207,67.53,19918,Email,3.29,48.76,Failed,461.81,In-person,74.61,347
EVT_000238,PGM_00276,GEO_0001,Realigned impactful help-desk,Webinar,2023-04-19,295,5,158,5,1,156,326,83.02,12067,Email,3.87,5.55,Success,12354.75,Phone,90.18,48
EVT_000239,PGM_00347,GEO_0096,Customizable solution-oriented projection,Conference,2018-01-17,275,3,34,1,0,464,484,79.88,10245,In-person,3.72,37.53,Partial,8088.71,In-person,77.55,125
EVT_000240,PGM_00063,GEO_0016,Ergonomic 3rdgeneration complexity,Webinar,2022-06-19,59,1,32,9,97,87,491,58.72,8379,In-person,4.4,58.67,Partial,1463.45,Phone,41.29,169
EVT_000241,PGM_00288,GEO_0173,Centralized even-keeled archive,Training,2018-10-08,153,3,5,18,79,278,165,75.5,13126,Phone,4.96,3.92,Failed,2769.42,SMS,87.52,398
EVT_000242,PGM_00168,GEO_0119,Down-sized radical intranet,Conference,2021-03-06,306,4,79,8,62,341,53,83.11,18470,Phone,4.78,14.36,Failed,13419.03,Phone,73.08,11
EVT_000243,PGM_00305,GEO_0015,Monitored optimal archive,Webinar,2023-02-14,415,3,86,11,0,23,86,78.31,9139,In-person,1.67,49.48,Partial,19823.96,Online,23.43,105
EVT_000244,PGM_00432,GEO_0027,Re-engineered object-oriented definition,Outreach,2024-05-09,174,5,121,14,77,353,251,24.07,6805,Phone,2.94,93.08,Partial,19861.3,SMS,6.09,407
EVT_000245,PGM_00278,GEO_0107,Balanced optimal Internet solution,Outreach,2020-12-03,7,5,45,19,39,346,436,21.81,4230,Email,1.61,82.22,Failed,7471.29,SMS,33.84,19
EVT_000246,PGM_00181,GEO_0161,De-engineered 4thgeneration conglomeration,Outreach,2019-12-07,440,4,163,0,99,307,294,60.39,3833,Phone,4.16,48.6,Failed,7870.95,Phone,43.91,141
EVT_000247,PGM_00463,GEO_0102,Right-sized impactful software,Conference,2025-01-31,149,3,165,0,86,1,307,93.95,9526,Phone,4.89,21.8,Failed,19996.68,Phone,11.09,425
EVT_000248,PGM_00122,GEO_0143,Proactive responsive secured line,Webinar,2020-04-22,156,5,95,18,75,266,390,85.82,14423,SMS,3.8,44.57,Success,5814.66,SMS,98.06,450
EVT_000249,PGM_00217,GEO_0107,Advanced grid-enabled open system,Training,2020-01-20,227,3,113,13,7,114,105,76.15,18485,SMS,3.55,70.76,Partial,5472.02,SMS,55.18,498
EVT_000250,PGM_00356,GEO_0144,Future-proofed hybrid throughput,Training,2017-09-15,426,1,125,8,37,87,354,99.51,3824,In-person,2.88,67.5,Partial,423.99,Online,70.95,436
EVT_000251,PGM_00199,GEO_0035,Customizable intangible synergy,Outreach,2018-12-10,250,5,20,2,100,153,84,20.94,4259,In-person,2.28,30.33,Success,16751.05,SMS,32.1,102
EVT_000252,PGM_00177,GEO_0059,Realigned 6thgeneration model,Webinar,2020-05-21,399,5,137,6,15,76,323,89.84,11169,SMS,4.38,47.6,Failed,10037.0,SMS,35.42,120
EVT_000253,PGM_00302,GEO_0033,Optimized cohesive attitude,Training,2021-11-09,386,5,1,18,0,102,467,47.93,12014,Email,1.49,56.06,Failed,12435.85,Online,96.84,219
EVT_000254,PGM_00401,GEO_0095,Open-source bifurcated portal,Webinar,2023-04-29,142,3,63,5,78,267,322,61.29,9071,Phone,4.68,81.28,Partial,3062.56,Phone,64.07,470
EVT_000255,PGM_00328,GEO_0173,De-engineered intermediate contingency,Outreach,2025-02-27,390,3,163,16,5,428,277,40.38,11138,Email,1.27,58.8,Partial,15094.02,Online,63.65,52
EVT_000256,PGM_00389,GEO_0111,User-centric didactic orchestration,Training,2018-04-09,496,5,110,11,68,233,242,25.57,7562,Email,4.61,1.84,Failed,15132.06,Online,43.98,293
EVT_000257,PGM_00490,GEO_0163,Multi-layered value-added matrix,Conference,2020-08-28,117,1,88,12,6,361,288,98.17,5045,Email,1.76,33.66,Success,14783.36,In-person,68.47,475
EVT_000258,PGM_00266,GEO_0140,Triple-buffered mobile parallelism,Training,2019-10-16,216,5,96,16,11,175,199,73.22,18331,Phone,2.07,22.18,Failed,5450.73,SMS,47.77,365
EVT_000259,PGM_00007,GEO_0141,Polarized hybrid circuit,Webinar,2016-05-03,305,4,79,20,90,188,296,3.15,16975,Phone,2.75,30.31,Failed,12126.8,Phone,31.4,440
EVT_000260,PGM_00034,GEO_0077,User-centric intangible Local Area Network,Training,2021-11-23,362,5,193,14,56,484,485,83.44,3714,SMS,3.18,0.6,Success,18482.13,Online,66.9,351
EVT_000261,PGM_00306,GEO_0048,Sharable bi-directional ability,Training,2021-02-03,209,3,108,12,92,221,184,16.05,8627,Email,2.7,20.53,Success,1665.03,Phone,95.59,473
EVT_000262,PGM_00201,GEO_0072,Robust directional support,Webinar,2019-02-09,143,4,120,20,74,295,306,70.85,14459,In-person,3.64,96.59,Partial,2936.58,Phone,36.15,169
EVT_000263,PGM_00448,GEO_0090,Cross-platform 6thgeneration methodology,Conference,2022-08-26,466,1,153,2,6,257,274,23.94,10573,Email,2.41,27.42,Failed,2278.55,Online,57.81,409
EVT_000264,PGM_00274,GEO_0155,Visionary interactive application,Conference,2016-02-16,305,5,158,5,8,236,424,56.08,11481,Phone,4.45,94.53,Failed,7641.49,Online,8.63,215
